time_added,resolved_title,resolved_url,excerpt
2022-03-01,NSW and Queensland flood updates live: woman found dead in Lismore; evacuation order for Ballina CBD; up to 200mm of rain forecast for Sydney on Wednesday,https://www.theguardian.com/australia-news/live/2022/mar/01/australia-news-updates-live-floods-crisis-rain-weather-nsw-queensland-scott-morrison-covid-coronavirus-omicron-climate,"Elderly woman found dead inside Lismore home as east coast low lingers near Sydney; 80,000 claims for disaster support lodged; fears for two people still missing in Queensland; RBA holds cash rate at record low; at least 39 Covid-related deaths across the nation. Follow the day’s news liveBallina flood: residents of NSW coastal town face tense night as flood peak expected to coincide with high tideFlash flood warning for parts of Sydney and nearby NSW districts as wild weather moves southWhat caused the ‘rain bomb’? How the unprecedented Queensland and NSW 2022 floods unfoldedInternet and mobile services down across Tasmania after two cables cut‘Pariah state’: Australia gives $70m to Ukraine weapons fund and calls for diplomatic isolation of RussiaFollow the Ukraine live blogSee all our coronavirus coverageGet our free news app; get our morning email briefingAn emergency evacuation order is in place in South Ballina, with some residents being told it is now “too late to leave” and are being directed to find higher ground. Here is NSW SES’s warning: Rising flood water is beginning to make it unsafe to evacuate the area. Burns Point Ferry is closed and Wardell Bridge is inundated. You should immediately move to the highest safe place now, such as higher ground or inside a sturdy multi-storey building to upper levels as high above water levels as possible. Do not leave your location unless it is safe to do so.You may now be trapped without power, water, and other essential services. It may be too dangerous for NSW SES to rescue you."
2022-02-28,‘Before they were our brothers. Now I want revenge’: Tigray conflict engulfs neighbouring state,https://www.theguardian.com/global-development/2022/feb/28/before-they-were-our-brothers-now-i-want-revenge-tigray-conflict-engulfs-neighbouring-state,"As government officials downplay the fighting in Afar, families are separated, children killed and young people ready to take up arms, while hopes of peace talks fadeWhen the bombs started to fall on Afar, people scattered. In the chaos and panic families were ripped apart. A young father lost two of his children, killed by ricocheting rocks. A grandmother had to leave behind her dying son-in-law, a bullet wound in his back; his wife still hasn’t heard the news. A 28-year-old woman doesn’t know if three of her five children are alive or dead.All of them are nomadic people from Ethiopia’s north-east Afar region, and survivors of the latest round of bloodshed in the country’s devastating civil war. In makeshift shelters that have sprung up around Afdera, a hardscrabble merchant town beside a volcanic salt lake, they talk about homes destroyed by shelling and villages looted bare. Afar’s authorities estimate that more than 300,000 people have fled the fighting since January."
2022-02-25,Dominican Republic starts work on border wall with Haiti,https://www.theguardian.com/global-development/2022/feb/25/dominican-republic-starts-work-on-border-wall-with-haiti,"Officials claim the controversial barrier will stop migrant crossings, as well as drugs and contraband, from crisis-hit HaitiThe Dominican Republic has begun work on a border wall with Haiti, sparking controversy between the neighbouring Caribbean countries.Construction began this week on a concrete barrier that will span nearly half of the 244-mile (392km) border between the two countries, with Dominican officials claiming it will reduce flows of migrants, drugs, weapons and contraband."
2022-02-24,Tycoon’s son sentenced to death in Pakistan in high-profile rape and murder case,https://www.theguardian.com/global-development/2022/feb/24/tycoons-son-sentenced-to-death-in-pakistan-in-and-case,"Zahir Jaffer tortured and beheaded Noor Mukadam, in July last year, in case that sparked outrage over violence against womenA court in Islamabad has sentenced to death the tycoon’s son who raped and murdered Noor Mukadam, a case that sparked outrage in Pakistan.Mukadam, 27, the daughter of a former Pakistani diplomat, was held captive, tortured and beheaded in July last year by Zahir Jaffer, a member of a well-known industrialist family."
2022-02-24,Catching the bug: are farmed insects about to take off in Africa?,https://www.theguardian.com/global-development/2022/feb/24/catching-the-bug-are-farmed-insects-about-to-take-off-in-africa,"Tasty, cheap, but often difficult to catch in the wild, this source of protein is increasingly being seen as a possible answer to food insecurityThe boarding of Uganda Airlines flight 446 from Entebbe to Dubai was momentarily disrupted at the end of last year when two of the passengers started hawking bush crickets in the aisles.Their fellow travellers couldn’t believe their luck: nsenene are a prized delicacy in Uganda, but despite November usually being peak season for the insects, there had been hardly any around."
2022-02-24,"‘House of love’: the calm, creative space changing young lives in Karachi",https://www.theguardian.com/global-development/2022/feb/24/house-of-love-the-calm-creative-space-changing-young-lives-in-karachi,"In Lyari, a slum notorious for violence in Pakistan’s most populous city, Mehr Ghar offers young people a safe place to hang out and study – and, for many, an alternative path to gang lifeLiving in Lyari was like living on the frontlines of a war, says Nauroz Ghani, who grew up in the Karachi slum notorious for its bloody gang battles. So used to the constant gunfire, he says he would “become restless if a day passed by without hearing the sound of a firing”.“My teenage years were lost to violence,” says Ghani, 24. “I had no interest in getting an education. Instead, I was attracted by their guns and activities.” He saw dead bodies on the street and one boy was killed in front of him. “All of us who lived during those days have such memories. We lived in terror, but it had become habitual.”"
2022-02-28,‘It’s about bloody time’: UK finally moves to block Russia’s ‘dirty money’,https://www.theguardian.com/world/2022/feb/28/its-about-bloody-time-uk-finally-moves-to-block-russias-dirty-money,"Analysis: against the backdrop of the invasion of Ukraine, Kwasi Kwarteng announces clean-up measuresRussia-Ukraine crisis: live newsBritain has long been a haven for people of negotiable integrity to stash their cash, often via property deals made with the help of an army of lawyers, PR advisers and bankers.Not only are super-mansions in London and the home counties a safe bet from an investment point of view, but the ability to disguise ownership via a labyrinthine network of shell companies offers a degree of anonymity to those who prefer their financial dealings to remain secret."
2022-02-28,Weapons from the west vital if Ukraine is to halt Russian advance,https://www.theguardian.com/world/2022/feb/28/weapons-from-the-west-vital-if-ukraine-is-to-halt-russian-advance,"Analysis: previously there has been a reluctance to supply arms to the under-siege state, but that appears to be changingRussia-Ukraine crisis: live newsSince the outbreak of fighting last week and after years of reluctance, western countries have promised to send thousands of anti-tank and hundreds of anti-aircraft weapons to Ukraine, but they will have to get supplies to the frontline quickly if they are to be effective.Germany in the past few days broke with decades of anti-rearmament tradition to send 1,000 anti-tank weapons and 500 Stinger anti-aircraft missile systems, while Sweden agreed to send 5,000 next generation light anti-tank weapons (NLAWs)."
2022-02-28,Germany’s ‘Putin-caressers’ start coming to terms with their naivety,https://www.theguardian.com/world/2022/feb/28/germanys-putin-caressers-start-coming-to-terms-with-their-naivety,"Analysis: politicians who believed Putin could be ‘tamed by empathy and accommodation’ are having to hurriedly rethink their positionsRussia-Ukraine crisis: live updatesProminent figures in Germany are coming under increasing pressure to publicly distance themselves from Vladimir Putin amid accusations that they are bringing shame on the country and themselves.The range of so-called Putin-Versteher (Putin-understanders) – those who have sought to explain or justify the Russian leader’s actions – include figures from the far-left Die Linke and the far-right AfD, as well as members of the Social Democrats and some conservatives who have tried to keep him on side in the interests of their constituents and German energy security."
2022-02-28,Ukraine conflict leads EU to rid itself of Russian sacred cows,https://www.theguardian.com/world/2022/feb/28/ukraine-conflict-leads-eu-to-rid-itself-of-russian-sacred-cows,"Analysis: Images of war, US and UK allies and Volodymyr Zelenskiy have all helped create a new political necessityRussia-Ukraine crisis: live newsA bonfire of EU shibboleths on the economy, conflict, finance, energy supply, migration, and even the bloc’s future shape and size, has been lit by the conflict raging in Ukraine.Battlefield images, the leadership of Ukraine’s president Volodymyr Zelenskiy, who has framed the war as being between European democracy and brute bullying power, and the challenge of coordinating with UK and US allies who are pushing for more while having less to lose, has created a new political necessity."
2022-03-01,Footage of fires at Ukrainian military base after reported air strike outside Kyiv – video,https://www.theguardian.com/world/video/2022/mar/01/footage-of-fires-at-ukrainian-military-base-after-reported-airstrike-outside-kyiv-video,"Video shared online shows the moments after a Ukrainian military base was hit by an air strike on Monday night. The base is located in the city of Brovary, 25km north-east of the capital, Kyiv. The reported strike comes as Russia continues its push into Ukraine"
2022-03-01,Zelenskiy says Russia continued to bomb Ukrainian cities during negotiation talks – video,https://www.theguardian.com/world/video/2022/mar/01/zelenskiy-says-russia-continued-to-bomb-ukrainian-cities-during-negotiation-talks-video,Ukrainian president Volodymyr Zelenskiy accused Russia of dropping bombs on Ukrainian cities despite negotiations to end the conflict between the two parties occurring at the same time. Zelenskiy also accused Russia of committing war crimes in Kharkiv and said his country had applied to join the European Union
2022-03-01,Ukraine's UN ambassador reads texts from Russian soldier to mother before he was killed – video,https://www.theguardian.com/world/video/2022/mar/01/ukraines-un-ambassador-reads-texts-from-russian-soldier-to-mother-before-he-was-killed-video,"Ukraine's ambassador to the United Nations, Sergiy Kyslytsya, has read aloud a text message exchange between a Russian solider in Ukraine and his mother before he was killed. ""Mama, I'm in Ukraine. There is a real war raging here. I'm afraid,"" one message read according to KyslytsyaRussia-Ukraine war latest news: ICC to open investigation into alleged war crimes"
2022-02-28,Footage shared on social media appears to show discrimination as people flee Ukraine – video,https://www.theguardian.com/world/video/2022/feb/28/footage-shared-on-social-media-appears-to-show-discrimination-as-people-flee-ukraine-video,"A deluge of reports and footage posted on social media appears to show acts of discrimination and violence against African, Asian and Caribbean citizens while fleeing Ukrainian cities and at some of the country’s border posts. They are among hundreds of thousands of people trying to escape after Russia's invasionNigeria condemns treatment of Africans trying to flee Ukraine"
2022-02-28,Inside Ukraine: life in a bunker as missiles fall on Kharkiv – video,https://www.theguardian.com/world/video/2022/feb/28/inside-ukraine-life-in-a-bunker-as-missiles-fall-on-kharkiv-video,"From inside a makeshift bunker in the basement of their block of flats in Kharkiv, eastern Ukraine, Olia and her neighbours give an insight into their lives as they reach day five of heavy shelling from Russian forces. Kharkiv, Ukraine’s second biggest city, was the focus of dozens of Grad missiles targeting civilian areas in an apparent change of tack by Moscow. Olia, a young artist, reflects on the conflict so far and explains how she is keeping her spirits up"
2022-02-28,Moments of defiance: how Ukraine has stood up to Russia – video,https://www.theguardian.com/world/video/2022/feb/28/moments-of-defiance-how-ukraine-has-stood-up-to-russia-video,"More than 360,000 people have already fled their homes in Ukraine since the beginning of Vladimir Putin's bloody invasion, according to the UN refugee agency, and more than 4.5 million more could follow if the fighting spreads. But among the bloodshed, moments of hope and defiance stood out and captured the hearts and minds of the world, encapsulating the Ukrainian people's resilience and determination to stand up to the aggressor Russia-Ukraine war - latest updatesRussian rocket strikes kill dozens in Kharkiv as Kyiv-Moscow talks begin"
2022-02-28,Ukraine: Russian rockets strike buildings in Kharkiv – video,https://www.theguardian.com/world/video/2022/feb/28/ukraine-russian-rockets-strike-buildings-in-kharkiv-video,"Russian rocket attacks killed several people in Kharkiv, the second largest city in Ukraine, as ceasefire talks between Kyiv and Moscow got under way on Monday. After four days of fighting and a slower than expected Russian advance, the Ukrainian interior ministry adviser Anton Herashchenko said the eastern city of Kharkiv had been 'massively fired on', leaving many dead and hundreds woundedRussia-Ukraine crisis: live newsRussian rocket strikes kill dozens in Kharkiv as Kyiv-Moscow talks begin"
2022-02-28,Russia suspended from all Fifa and Uefa competitions until further notice,https://www.theguardian.com/football/2022/feb/28/fifa-and-uefa-suspend-russian-clubs-and-teams-from-world-cup-and-all-competitions,"Russia had been due to face Poland in World Cup play-offWomen’s side set to miss out on place at Euro 2022Uefa ends sponsorship deal with GazpromFifa and Uefa have acted in unison to suspend Russian teams from international football competition on Monday as global sport closed the door on Russia following the invasion of Ukraine.The most powerful bodies in football joined the International Olympic Committee in acting after days of growing protest. The suspension means Russia will not be able to face Poland in a World Cup play-off semi-final next month, while its women’s team will also be barred from this summer’s European Championship in England and its remaining club side in European competition, Spartak Moscow, will no longer compete in the Europa League."
2022-03-01,‘Not everyone is size 6’: AFLW star Sarah Perkins hits back at online body-shamers,https://www.theguardian.com/sport/2022/mar/01/not-everyone-is-size-6-aflw-star-sarah-perkins-hits-back-at-online-body-shamers,"Gold Coast Suns player receives widespread support after hitting back at online trolls commenting on her weightGet our free news app; get our morning email briefingThe AFLW star Sarah Perkins has received widespread support after she hit back at online trolls who body-shamed her in the wake of the Gold Coast Suns’ defeat to St Kilda at the weekend.Perkins had already kicked a goal and two behinds in Sunday’s match, and taken four marks before she took a fifth in front of goal with a minute left in the game and her side four points behind."
2022-03-01,Online threat investigated after Australia land in Pakistan for historic cricket tour,https://www.theguardian.com/sport/2022/mar/01/online-threat-investigated-after-australia-land-in-pakistan-for-historic-cricket-tour,"Message sent to social media account of Ashton Agar’s wife Authorities do not believe it was a credible threatAn online threat directed to the wife of Australian allrounder Ashton Agar has been investigated by government security agencies. Madeline Agar was sent a disturbing message on Instagram, warning her about her husband’s safety during Australia’s first tour of Pakistan in 24 years.The Australian team arrived in Rawalpindi on Sunday, with the first Test of the series starting this Friday. It has been suggested the message was sent from a fake account, most likely from someone outside of Pakistan, and authorities do not believe it is a credible threat."
2022-02-28,IOC calls for international event ban for athletes from Russia and Belarus,https://www.theguardian.com/sport/2022/feb/28/ioc-ban-russia-and-belarus-fifa-uefa,"Governing body says it was acting ‘with a heavy heart’ Vladimir Putin to lose the honour of the Olympic OrderThe International Olympic Committee has recommended that Russian and Belarusian athletes be prevented from competing in international events.In a lengthy declaration on Monday afternoon, the IOC said it was acting with “a heavy heart” as it called for a ban on both Russian and Belarusian athletes and officials."
2022-03-01,‘Heartbeat of our nation’: Ash Barty ticks off lifelong goal with visit to Uluru,https://www.theguardian.com/sport/2022/mar/01/heartbeat-of-our-nation-ash-barty-ticks-off-lifelong-goal-with-visit-to-uluru,"World No 1 has a hit with local children, calling them ‘incredible athletes’Run of 110 consecutive weeks in top spot is fifth longest streak in historyAsh Barty has celebrated her 110th consecutive week as the tennis world’s No 1 by ticking a special place in her homeland off her bucket list. The Australianmay have travelled the world but only this week did she have the opportunity to visit Uluru for the first time.Barty, who on Monday retained her place at the top of the WTA rankings, has spent the past few days learning more about her Indigenous roots in the red centre of Australia before a return to the tour at Indian Wells next week for the first time since claiming her maiden Australian Open title."
2022-02-28,Jürgen Klopp’s open-mindedness fuelling Liverpool’s silverware drive | Andy Hunter,https://www.theguardian.com/football/2022/feb/28/jurgen-klopps-open-mindedness-fuelling-liverpools-silverware-drive,"In being receptive to new ideas and using specialist knowledge, Klopp has created a culture of continual improvementA 54-year-old performed a dad dance in the Royal Box at Wembley and whipped half of the stadium into a frenzy by hoisting the League Cup aloft not once but three times. Jürgen Klopp’s appetite for the competition, and for winning, should not be questioned again.As is the case after any big club claim the first trophy of the season, the question turned quickly from Liverpool’s Carabao Cup success to its potential impact on other prizes that glitter on the horizon. Klopp’s players have been unequivocal with their answers. On social media Mohamed Salah posted: “One down …” Trent Alexander-Arnold, who stated recently that one trophy a season should be the minimum expectation on a squad of Liverpool’s talent, had much the same outlook, writing: “1/4. Hungry for more.”"
2022-02-28,Pressure on Super Netball to thrive as Fox Sports plays ‘participation’ card | Erin Delahunty,https://www.theguardian.com/sport/2022/feb/28/pressure-on-super-netball-to-thrive-as-fox-sports-plays-participation-card,"The league has a new broadcast partner but the stakes have never been higher for the the professional game“This is the biggest participation sport in the country [for women]. Everyone’s going to press the button to download it, then watch it for free. For God’s sake, let’s go.”Amid the self-congratulatory speeches at the launch of this year’s Super Netball season at Crown Melbourne, a comment by Foxtel Group chief executive Patrick Delany revealed a tension familiar to sporting administrators."
2022-02-27,Fall of the Roman empire leaves Chelsea with an uncertain feeling | Barney Ronay,https://www.theguardian.com/football/blog/2022/feb/27/the-fall-of-the-roman-abramovic-empire-leaves-chelsea-with-an-uncertain-feeling,"Chelsea’s Carabao Cup defeat by Liverpool marked the start of an unclear future in their post-Abramovich eraAs Kepa Arrizabalaga’s losing penalty kick soared high into the dark Wembley skies, still rising, some said, as it cleared Wembley Park tube station, the mass of Liverpool fans behind the goal produced a vast barrelling cheer, bodies tumbling, flares turning the night red.For the Chelsea end, relieved from glorious distraction of an apparently never-ending penalty shootout, the immediate future seems less clear."
2022-02-27,Ever-changing England still have Six Nations fate in their own hands | Robert Kitson,https://www.theguardian.com/sport/blog/2022/feb/27/england-six-nations-fate-eddie-jones,"Eddie Jones’s side are a perpetual work in progress but remain in title contention with two games left – at least on paperIt used to be painting the Forth Bridge which was considered the ultimate in never-ending jobs. These days it is the England rugby team, a work in progress for so long that people have almost forgotten what the original timescale was meant to be. There are some weekends, and this was another of them, when it also feels as if Tracey Emin’s unmade bed might be the secret artistic inspiration for Eddie Jones’s still-ongoing project.Nothing is ever finished with Jones, regardless of the evidence available. “It’s got no ceiling,” he insisted on Saturday night on the subject of England’s supposedly limitless attacking potential. Maybe so but it takes a coach of supreme self-belief to talk in such terms when his side has just been outscored at home by three tries to one by a Welsh team who, by their own admission, really started to play only after half-time."
2022-02-28,Black Market: my life inside the seedy underbelly of college basketball,https://www.theguardian.com/sport/2022/feb/28/black-market-my-life-inside-the-seedy-underbelly-of-college-basketball,"In an extract from his new book, Merl Code explains how he found himself in the middle of a corruption scandal that rocked the NCAAWhen the FBI shocked the college basketball world with its 2017 announcement of charges in a corruption scandal, I was caught in the cross fire.That morning, I was in bed. It was a Tuesday. September 26. Early, around 6.15am. My wife, Candance, who has a PhD in occupational therapy and was pregnant with my son August at the time, and I had just returned from a surprise trip to Canada for her birthday. She was in the bathroom, getting ready to go to work. I heard somebody knocking at the door. It was still dark outside. Nobody in their right mind would be knocking that early in the morning. I jumped up out of the bed, still half asleep, and rushed downstairs to see what all the commotion was about.Receiving payment from a sports team to participate.Receiving funds or money to offset training expenses.Accepting prize money based on performance/finish at a competition.Being represented or marketed by a professional sports agent.Promoting or endorsing a commercial product or service.This is an edited excerpt from Black Market: An Insider’s Journey into the High-Stakes World of College Basketball by Merl Code © 2022 by Merl Code, used with permission from HarperCollins/Hanover Square Press."
2022-02-27,Western United are slow and steady but winning the A-League Men race | Joey Lynch,https://www.theguardian.com/football/2022/feb/28/western-united-are-slow-and-steady-but-winning-the-a-league-men-race,"They are riding a wave of one-goal victories but nobody can argue with John Aloisi’s exercise in efficiency“One-nil, to the Arsenal. One-nil, to the Arsenal.” It is perhaps unthinkable to those reared on Arsène Wenger’s Invincibles but, during the early ’90s, this was the defining ethos of the Gunners; belted out by supporters as George Graham’s side attempted to bore opponents to death before, up the other end, Ian Wright could pop up to provide a winner. These days, nobody is going to be confusing Jamie Young for David Seaman or or Léo Lacroix for Tony Adams, and we can only hope John Aloisi’s tenure in Melbourne’s west does not end in a similar fashion to Graham’s in north London. However, almost 30 years on from that chant ringing out over Highbury, A-League Men leaders Western United are performing their own little tribute to that side: riding a wave of one-goal victories to the top of the table and, potentially, league glory."
2022-02-26,Stars align for Khawaja to ‘give back’ on historic Pakistan tour,https://www.theguardian.com/sport/2022/feb/27/stars-align-for-khawaja-to-give-back-on-historic-pakistan-tour,"Usman Khawaja: ‘I always get great support from Pakistan… but they’ll be hoping we get absolutely smashed’For believers in fate, the narrative arc of Australian cricketer Usman Khawaja’s story is about to reach its peak. Out of Australia’s men’s Test team for more than two years, the 35-year-old Pakistan-born batter forced his way back into the starting XI with twin centuries in this year’s Sydney Ashes Test. It was a match he was only playing in because Travis Head, ahead of him for the No 5 batting spot, had tested positive for Covid.Now, Khawaja is on his way back to the country of his birth as part of the first Australia tour to Pakistan in 24 years. “I’m not that much of a narcissist that I believe that there’s an agenda with fate,” says Khawaja, shortly before Australia’s departure. “There’s nothing saying that all this happened just so that I could go back to Pakistan. But I am a God-believing man and I do believe that fate comes from God."
2022-02-28,Premier League: 10 talking points from the weekend’s action,https://www.theguardian.com/football/2022/feb/28/premier-league-10-talking-points-from-the-weekends-action,"Pep Guardiola makes a tactical tweak, Christian Eriksen returns and Matty Cash sends a messageThere are few clubs in the Premier League with mood swings as dramatic as Tottenham’s right now. A week ago they joyously outplayed leaders Manchester City, then a 1-0 loss to 18th-placed Burnley prompted a seething Antonio Conte to openly question his own future. Now, after battering a broken Leeds 4-0 at Elland Road, the good vibes are back. Son Heung-min and Harry Kane are now firmly in the record books as the most prolific pairing of all time, creating 37 goals together and counting. Kane has returned to seriously good form. Dejan Kulusevski has settled in at warp speed. Conte’s frustrations may well surface again soon, but a turbulent week at least ended on a positive note. Tumaini CarayolMatch report: Leeds 0-4 TottenhamBielsa transformed Leeds with decency, humility and hard workMatch report: Manchester United 0-0 WatfordMatch report: Brentford 0-2 Newcastle"
2022-02-28,Sevilla seize their chance in derby to keep unlikely title hopes alive | Sid Lowe,https://www.theguardian.com/football/blog/2022/feb/28/sevilla-seize-their-chance-in-derby-to-keep-unlikely-title-hopes-alive,"Munir El Haddadi came off the bench early to send the crowd at the Sánchez Pizjuán Stadium into a frenzy with a vital goal“I was sitting on the bench thinking: ‘Bloody hell, I’m enjoying this,’” Munir El Haddadi said, and it would only get better. He had been inside the bus as it moved slowly through the smoke on the short trip to the Sánchez Pizjuán stadium; now he was alongside the pitch, unable to sit still as his Sevilla teammates made their way through Real Betis quite a lot quicker. With the noise rising round them this was a moment to be part of and, sooner than expected, he was sprinting off in the sunshine, laughing as the substitutes he had just left behind ran towards him.Munir had been on the pitch for only 10 minutes, a first-half substitute replacing Papu Gómez after half an hour. Now the Moroccan had put Sevilla 2-0 up and the place went wild. Better still, with Betis not scoring until Sergio Canales’s superb free-kick in the 94th minute, he had put them on course for a 2-1 victory they would celebrate as if it was something much, much more than a match. Not least because it was."
2022-02-22,"First the IOC, now Nato: how Putin’s Russia refuses to play by the rules | Jonathan Liew",https://www.theguardian.com/sport/blog/2022/feb/22/ioc-nato-vladimir-putin-russia-winter-olympics-kamila-valieva,"The scandal surrounding Kamila Valieva raises fears the regime may end the teenager’s career before it has a chance to beginThe offensive, we are told, will take many forms. The first sign may well be a cyber-attack knocking out the power grid and internet, jamming mobile phone networks. Well-funded paramilitaries within Ukraine’s borders will be encouraged to create as much disorder as possible. There will be a blitz of propaganda, misinformation and false-flag operations. And then – finally – the blood sacrifice: the trained young men and women prepared to lay down their bodies for greater Russia.Perhaps we all got a taste of how this might play out on a much smaller scale on Thursday night. As a distraught Kamila Valieva left the ice after a disastrous skate that would cost her a medal in the Olympic women’s competition, the first person to greet her was her coach, Eteri Tutberidze. “Why did you let it go?” she screeched at Valieva in disbelief. “Explain it to me. Why? Why did you stop fighting?”"
2022-02-20,Mikaela Shiffrin’s Olympics end with no medal after mixed team near-miss,https://www.theguardian.com/sport/2022/feb/20/mikaela-shiffrins-olympics-end-with-no-medal-after-mixed-team-near-miss,"US lose bronze-medal meeting with Norway on a tie-breakerTop-seeded Austria win gold while Germany claim silverMikaela Shiffrin will travel home empty-handed from the Beijing Winter Games after the United States missed the podium by 0.42 seconds in the mixed team parallel on Sunday afternoon.The 26-year-old American star, the headline attraction of a US team including River Radamus, Paula Moltzan and Tommy Ford, came tantalizingly close to a redemptive bronze after defeating a Slovakia team without star Petra Vlhova in their opening tie before upsetting Italy to reach the medal round."
2022-02-21,"Winter Olympics: highs, lows, heroes and villains of Beijing 2022",https://www.theguardian.com/sport/2022/feb/21/winter-olympics-highs-lows-heroes-villains-beijing-2022,"Our writers pick their best moments, from Alexandra Trusova’s extraordinary rant to Erin Jackson’s groundbreaking gold Sean Ingle The women’s figure skating free programme. An extraordinary evening of ice and fire, tears and peril. The heart felt for Kamila Valieva as the tears began to roll after the pressures of an extraordinary week caught up for her, but the eyes were also drawn to her teammate Alexandra Trusova and her extraordinary reaction after her five quads were rewarded with only a silver medal. “I will never go out on the ice again,” she said. ‘Never! I hate this sport! It’s impossible! You cannot do it this way! I’m not going to the awards! Everyone has a gold medal! Only I don’t! I hate it all!”"
2022-02-21,Kamila Valieva horror show proves the price of Olympic gold is too high | Cath Bishop,https://www.theguardian.com/sport/blog/2022/feb/21/kamila-valieva-horror-show-price-olympic-gold-too-high,"This is not a problem happening just in Russia – a win-at-all-costs mentality is affecting young athletes more than everWhat price an Olympic gold medal these days? We know about the blood, sweat and tears, but the costs paid by the 15-year-old figure skater Kamila Valieva in pursuit of the glittering prize rose exorbitantly over the past week in Beijing. The already unstable Olympic currency of values, integrity and humanity devalued further. There was almost universal horror watching Valieva’s coach, Eteri Tutberidze, in action. Her harsh questions as Valieva sought to escape the rink after her unravelling performance caused consternation. Even the fence-sitting International Olympic Committee president, Thomas Bach, spoke out. But after the initial repudiation and disgust, her approach struck a troublesome chord. Perhaps a flashback to a teacher or parent, a sports coach or another instructor."
2022-01-18,Ashes 2021-22: our writers’ end-of-series awards,https://www.theguardian.com/sport/2022/jan/18/ashes-2021-22-our-writers-end-of-series-awards,"Pat Cummins shone as Australia captain, Scott Boland and Cameron Green broke through but it was a series to forget for EnglandPlayer of the series Pat Cummins was class personified, both as a courteous, seemingly ego-free captain who had Australia playing in his image and the standout fast bowler of his generation."
2022-01-17,Ashes 2021-22: Player ratings for Australia’s ruthless rout of England,https://www.theguardian.com/sport/2022/jan/17/ashes-2021-22-player-ratings-for-australias-ruthless-rout-of-england,"Mark Wood was a rare shining light for the visitors, but the series had few redeeming features for Hameed, Pope and BurnsENGLANDJimmy Anderson His final Ashes series in Australia (surely) was bookended from the sidelines. In his three Tests, he was typically parsimonious but only at his barn-storming best at Melbourne. Blocked out that final over at Sydney. 6"
2022-01-18,Graham Thorpe’s cigar lit the fuse for police shutting down post-Ashes party,https://www.theguardian.com/sport/2022/jan/18/graham-thorpe-england-job-under-threat-over-video-of-police-shutting-down-post-ashes-party,"Assistant coach broke law in Tasmania by smoking indoorsPolice called to 6am drinking session involving both teamsGraham Thorpe, England’s assistant coach, could be the first Ashes casualty after an early-hours drinking session with players from both teams in which he smoked a cigar inside the team hotel and triggered the arrival of the Tasmanian police.Thorpe, 52, was the subject of a complaint at the Crowne Plaza in Hobart at 6am on Monday. It came to light only after he filmed four police officers shutting down a post-series social with Joe Root, the England captain, and Jimmy Anderson, as well as Australia’s Nathan Lyon, Alex Carey and Travis Head."
2022-01-16,Cameron Green rounds out Australia’s tale of Ashes-winning reserves | Geoff Lemon,https://www.theguardian.com/sport/blog/2022/jan/16/cameron-green-rounds-out-australias-tale-of-ashes-winning-reserves,"Green took the key wickets in the fifth Test, Travis Head was player of the series and Scott Boland had unplayable burstsImagine if three witches in a forest glade had offered England this deal on a dark November night. Steve Smith, scorer of 11 Ashes hundreds in 20 outings, with an average of over 100 in his previous two Ashes series, would not add to those centuries and would average 30. David Warner, with an Ashes average in Australia of 60, would not make a hundred and would average 34. Marnus Labuschagne, on a streak of 13 Tests averaging 73, would make one small and lucky hundred and average 42. Fast-bowling leader Josh Hazlewood would miss four Tests, Pat Cummins would miss one, and Australia would call on three replacement quicks with two Tests between them.The thing about witches in a forest glade, as Macbeth could attest, is that beneath the promises lies a catch. Not that England took many of those, but still. Despite all of the above going the touring team’s way, they experienced a series thrashing with few statistical peers. Those top-line players were the focus of supposed years of planning, yet it was Australia’s second rank that dominated whenever called upon."
2021-09-05,Tokyo 2020 legacy will be a matter for debate for years to come,https://www.theguardian.com/sport/2021/sep/05/tokyo-2020-legacy-will-be-a-matter-for-debate-for-years-to-come,"Holding two huge international sporting events in a global pandemic can be seen as a triumph, but there has been a huge financial cost and a rise in Covid casesThe closing ceremony of the Paralympics on Sunday will bring to an end what Japan’s deputy prime minister, Taro Aso, last March described as the cursed Tokyo 2020 Games. Aso’s declaration may have been overly pessimistic, but the legacy of these Games is likely to be argued over for some time to come.Just to hold two huge international sporting events in quick succession during a global pandemic and in the sweltering heat and humidity of the Japanese summer without any fatalities can be seen as a triumph of sorts."
2021-09-05,"Madison de Rozario wins Paralympics marathon, Jaryd Clifford takes silver",https://www.theguardian.com/sport/2021/sep/05/madison-de-rozario-wins-paralympics-marathon-jaryd-clifford-takes-silver,"De Rozario beats Swiss Manuela Schär by one second in T54Clifford physically ill at finish but holds on for T12 silverMadison de Rozario has become the first Australian woman to win a Paralympic marathon gold medal, taking out the T54 race in a tight finish. Jaryd Clifford was physically ill near the finish as he battled it out in the T12 marathon to win silver.It brought the Australian team’s total to 21 gold, 29 silver and 30 bronze to finish eighth on the medal table."
2021-09-05,Tokyo 2020 Paralympics briefing: Games finish with record marathon,https://www.theguardian.com/sport/2021/sep/05/tokyo-2020-paralympics-briefing-34-sunday-5-september,"Sign up here and receive the Tokyo 2020 daily briefingToday in a nutshell: Japan closed out the sporting action with a flurry of medals, there were two more medals for ParalympicsGB and double team success for the US, which was just enough to position the Americans above the athletes of the Russian Paralympic Committee in the final medal table.Tomorrow’s key moments: Ummmmm – it’s Monday morning and there’s no Paralympics left."
