time_added,resolved_title,resolved_url,excerpt
2022-02-21,Five ways AI is saving wildlife – from counting chimps to locating whales,https://www.theguardian.com/environment/2022/feb/21/five-ways-ai-is-saving-wildlife-from-counting-chimps-to-locating-whales-aoe,"Artificial intelligence has been identified as one of the top three emerging technologies in conservation, helping protect species around the worldThere’s a strand of thinking, from sci-fi films to Stephen Hawking, that suggests artificial intelligence (AI) could spell doom for humans. But conservationists are increasingly turning to AI as an innovative tech solution to tackle the biodiversity crisis and mitigate climate change.A recent report by Wildlabs.net found that AI was one of the top three emerging technologies in conservation. From camera trap and satellite images to audio recordings, the report notes: “AI can learn how to identify which photos out of thousands contain rare species; or pinpoint an animal call out of hours of field recordings – hugely reducing the manual labour required to collect vital conservation data.”"
2022-02-18,‘A train wreck’: what happens to workers and towns when the lights go out on coal power?,https://www.theguardian.com/australia-news/2022/feb/19/a-train-wreck-what-happens-to-workers-and-towns-when-the-lights-go-out-on-coal-power,"Eraring, the country’s largest coal-fired power station, will shut in three years, but transition plans for employees, communities – and the grid – are lackingNSW treasurer unveils clean energy jobs to combat losses from Eraring closureGet our free news app; get our morning email briefingWhen Jacqui Coleman heard that Australia’s largest coal-fired power station was to close seven years earlier than planned, she initially didn’t believe it.Coleman is a retail worker in Dora Creek, the closest suburb to the Eraring power station on the shores of Lake Macquarie in New South Wales."
2022-03-01,Sydney house prices fall but home loans for investors at record high,https://www.theguardian.com/australia-news/2022/mar/01/sydney-house-prices-fall-but-home-loans-for-investors-at-record-high,"New figures show growth in Australian house prices at its slowest since October 2020Get our free news app; get our morning email briefingHousing loans for investors struck a record high in January, as new figures showed the growth in Australian house prices was at its slowest pace since October 2020 and Sydney’s house prices fell 0.1%.The Australian Bureau of Statistics said loans for housing rose 2.6% in January to $33.7bn."
2022-03-01,"Austrac takes legal action against Crown Resorts, alleging breach of finance laws",https://www.theguardian.com/australia-news/2022/mar/01/austrac-takes-legal-action-against-crown-resorts-alleging-breach-of-finance-laws,"Casino company accused of oversight failures leading to 547 breaches of anti-money laundering and counter-terrorism lawsGet our free news app; get our morning email briefingFollow our Australia news live blog for the latest updatesAustrac has launched court action accusing James Packer’s Crown Resorts of breaching anti-money laundering and counter-terrorism finance laws and continuing to contravene the law due to wholly inadequate oversight by management.In a lawsuit filed with the federal court on Tuesday, Austrac, Australia’s financial intelligence agency, said ongoing failures to properly vet risky customers – including those brought in from overseas by junket operators and locals with links to people already banned from Crown’s Melbourne and Perth casinos – accounted for 547 breaches of anti-money laundering laws."
2022-02-25,Australian grain prices set to rise as Russian invasion of Ukraine disrupts global supplies,https://www.theguardian.com/australia-news/2022/feb/26/australian-grain-prices-set-to-rise-as-russian-invasion-of-ukraine-disrupts-global-supplies,"Australia has the grain to meet increasing demand off the back of a strong harvest, but getting it out of the country will be a challengeSign up for the Rural Network email newsletterJoin the Rural Network group on Facebook to be part of the communityWheat growers in Australia could experience a lift in prices if Black Sea supplies become unavailable due to the Ukraine crisis, but experts warn the country’s ability to meet increased demand will depend on shifting an export bottleneck. According to Rabobank, the Black Sea region accounts for 34% of global wheat exports, which have been interrupted by Russia’s invasion of Ukraine.Sign up to receive Guardian Australia’s fortnightly Rural Network email newsletter"
2022-02-24,‘Not in good shape’: more construction industry collapses could follow Probuild,https://www.theguardian.com/australia-news/2022/feb/25/not-in-good-shape-more-construction-industry-collapses-could-follow-probuild,"Soaring costs and Covid disruptions have hammered the sector, experts say, and governments show little sign of stepping inGet our free news app; get our morning email briefingThe collapse of construction giant Probuild could be just the start of financial trouble across the Covid-ravaged industry as it struggles with soaring costs and project delays, the construction sector’s peak body warns.Probuild, which directly employed about 750 people and had annual revenues of more than $1.4bn, was placed into voluntary liquidation by its South African owners Wilson Bayly Holmes-Ovcon (WBHO) late on Wednesday."
2022-02-24,Prospect of sanctions hits Russian part-owner of Queensland alumina refinery,https://www.theguardian.com/australia-news/2022/feb/24/prospect-of-sanctions-hits-russian-part-owner-of-queensland-alumina-refinery,"Rusal’s share price dives as Ukraine tensions escalate, with co-owner Rio Tinto warning of likely disruption to aluminium industryFollow our live blog for the latest updatesGet our free news app; get our morning email briefingThe prospect of sanctions is hurting the Russian part-owner of one of Australia’s largest alumina refineries, Queensland Alumina Limited, while the refinery’s majority owner, Rio Tinto, has warned of a looming “disruption” to its aluminium business.QAL, which operates a refinery in Gladstone, is 20% owned by the Russian aluminium giant Rusal, which has previously been hit by US sanctions in 2018, implemented in response to the country’s “malign activity around the globe”.Sign up to receive an email with the top stories from Guardian Australia every morning"
2022-02-23,Rio Tinto reports record profit and US$16.8bn dividend on bumper iron ore prices,https://www.theguardian.com/business/2022/feb/23/rio-tinto-reports-record-profit-and-us168bn-dividend-on-bumper-iron-ore-prices,"Stellar results cap mixed year for miner after Serbian lithium project shut down and scandal over poor workplace cultureGet our free news app; get our morning email briefingRio Tinto has reported its best-ever annual profit and a record full-year dividend of US$16.8bn, boosted by higher iron ore prices and strong demand from top consumer China.The stellar results cap a mixed year for the world’s biggest iron ore producer, during which demand for its mainstay product picked up with the global economy slowly recovering from the coronavirus pandemic but inflation and Chinese scrutiny on prices created headwinds.Sign up to receive an email with the top stories from Guardian Australia every morning"
2022-02-23,Australian wages rise at fastest pace in more than three years in December quarter,https://www.theguardian.com/business/2022/feb/23/australians-wages-rise-at-fastest-pace-in-more-than-three-years-in-december-quarter,"ABS says wage pressure continues to rise for jobs with specialist skills, while union leaders signal increased industrial action to ensure wages keep up with inflationFollow our Australia news live blog for the latest updatesGet our free news app; get our morning email briefingWorkers’ wages rose at the fastest annual pace in more than three years during the December quarter but the gain lagged the increase in consumer prices.In the final three months of 2021, the wage price index rose 0.7% in seasonally adjusted terms, the Australian Bureau of Statistics said. The quarterly increase was in line with economists’ estimates."
2022-02-23,Real wages in Australia have tanked – and it can’t be hidden by the Coalition’s feeble scare campaigns | Greg Jericho,https://www.theguardian.com/business/grogonomics/2022/feb/24/real-wages-in-australia-have-tanked-and-cant-be-hidden-by-the-coalition,"If there is one constant in our economic debate, it is that employer groups and the Coalition will continually warn we are about to experience a wages breakout On Wednesday, the bureau of statistics revealed that real wages in 2021 completely tanked. In what will likely be the last release of such data before the federal election, the wages price index for all employees in 2021 rose just 2.3%, well below the 3.5% increase in inflation.Just a couple of weeks ago the Australian reported business were warning that a “wages rush ‘risks jump in inflation’”."
2022-02-16,Interest rate rises will drive Australia’s election campaign – and may come bang in the middle of it | Greg Jericho,https://www.theguardian.com/business/grogonomics/2022/feb/17/interest-rate-rises-will-drive-australias-election-campaign-and-may-come-bang-in-the-middle-of-it,"The Coalition has shown a knack for reckless spending, but stopping reckless spending does not mean stopping government stimulusOn Wednesday morning, the Treasury secretary, Dr Steven Kennedy, appeared before the Senate estimates economics committee. It became very clear from the shadow finance minister, Senator Katy Gallagher, and her opposite, Senator Simon Birmingham, that interest rates are going to be a big factor in the election campaign.To an extent you can understand why – the latest market expectations for rate rises have increased sharply over the past month."
2022-02-09,Australia’s 4% unemployment in isolation hides what’s really going on in the labour market | Greg Jericho,https://www.theguardian.com/business/grogonomics/2022/feb/10/australias-4-unemployment-in-isolation-hides-whats-really-going-on-in-the-labour-market,"A reduced labour force might provide a good-looking jobless rate but not necessarily a better economy or communityGet our free news app; get our morning email briefingIf back at the end of 2019 someone was to tell you that just over two years later we would be debating when will the unemployment rate go below 4%, you would have been excused for thinking that the number of employed must have surged a lot faster than it actually has.Prior to 2020 employment was growing around 4.2% every two years, so you would have been excused from thinking to get unemployment down so low, job growth must have taken off and we would be well above 13.5 million people employed."
2022-02-02,"With inflation on the rise, Australia’s cost of living will dominate the election debate | Greg Jericho",https://www.theguardian.com/business/grogonomics/2022/feb/03/with-inflation-on-the-rise-australias-cost-of-living-will-dominate-the-election-debate,"The price of bread or milk is just part of the rising essentials costs that hit poorer households harderIn every election the cost of living is a big-ticket item. This year, with inflation rising faster than it has for most of the past decade, the issue will likely dominate debate, especially as the big price rises in the past year have been for items we can’t avoid buying.On Tuesday, Scott Morrison was asked about the price of bread, milk, and rapid antigen tests. I am generally averse to such “gotcha” questions. They don’t actually reveal much about the abilities of the prime minister. Such questions mostly just lead to political advisors ensuring everyone is armed with the latest prices of groceries and some pithy line about what type of bread they like to eat."
2022-02-20,From human rights to recycling bins: how can you define ‘ethical investing’?,https://www.theguardian.com/money/2022/feb/21/from-human-rights-to-recycling-bins-how-can-you-define-ethical-investing,"There is no hard and fast definition of what makes an investment ethical. Knowing how your investments are screened, though, is a good startCompanies are facing increasing consumer and shareholder pressure to ensure the investments they make are ethical. But how do they define what’s ethical?Broadly, ethical investment is on the rise. According to the Responsible Investment Association Australasia (RIAA), about $1tn of the $2.24tn in managed funds is classified as responsible. That’s not just because Australians are becoming more aware of the impact their investments can have, but also because responsible or ethical investment is really starting to pay. Sustainable, environmentally friendly and socially conscious businesses are often making essential contributions to our future. Through superannuation, banking and shares, people are actively putting their funds into such ventures."
2022-02-19,‘People want to reclaim something pure’: the rise of the urban honesty stall,https://www.theguardian.com/lifeandstyle/2022/feb/20/people-want-to-reclaim-something-pure-the-rise-of-the-urban-honesty-stall,"Unattended stalls selling homegrown produce have always been a feature of Australian country life. Now a new crop of city gardeners are getting in on the gameWhen Hannah Reeve tore up the grass on her suburban block in Burnie, Tasmania to make more room for growing vegetables, she faced the problem of what to do with the surplus.Her solution was to create the RavenOak pickup honesty stall out the front of her house, a set of salvaged wooden shelves laden with an ever-changing array of squash, zucchini, spring onions, eggs, beans, cucumber, rainbow chard, warrigal greens, spinach and broccoli."
2022-02-16,‘This city is going to be a car park’: Melbourne music venues beg for end to Covid restrictions,https://www.theguardian.com/music/2022/feb/16/this-city-is-going-to-be-a-car-park-melbourne-music-venues-beg-for-end-to-covid-restrictions,"The Curtin hotel is just the latest to announce it is closing, with others warning they only have weeks before they will followGet our weekend culture and lifestyle email and listen to our podcastSome of Melbourne’s most beloved live music venues say they will shut their doors for the final time within months, after operating at a loss because of density restrictions with no end in sight.On Tuesday, The Curtin, which has been a cornerstone of Melbourne’s live music scene for decades, announced its future is uncertain beyond November, as the building freehold is to be sold."
2022-02-08,‘We just get nothing’: why Australia’s falling jobless rate isn’t translating into higher pay,https://www.theguardian.com/australia-news/2022/feb/09/we-just-get-nothing-why-australias-falling-jobless-rate-isnt-translating-into-higher-pay,"The idea wages are set by demand and supply and productivity is ‘bankrupt’. They are determined by power, experts sayGet our free news app; get our morning email briefingWhen Nick Howson ends his nursing shift at western Sydney’s Cumberland hospital, it can sometimes be a gamble to make the one-hour drive home before his car runs out of fuel.“You’re always doing that stupid thing where you stretch it – can I drive while the [fuel] lights are blinking for another day?” Howson says. “There’s always a bit of a joke at work when you’re coming up towards payday, and everybody checks their balance to see who’s got the lowest. I continuously win that one.”"
2022-02-05,‘Absolutely confronting’: the sickening stories of sexual harassment of women in mining,https://www.theguardian.com/australia-news/2022/feb/06/absolutely-confronting-the-sickening-stories-of-sexual-harassment-of-women-in-mining,"Rio Tinto investigation reveals rape, bullying and racism is rife in its workforce – but WA inquiry suggests it’s far from aloneGet the free Guardian app; get our morning email briefingAstacia Stevens wanted to drive a haul truck – the giant yellow vehicles that bring ore from the mines – for Rio Tinto, the equally vast company that controls swathes of the iron-rich Pilbara.But, she told a West Australian parliamentary inquiry, her attempts to move from working for a contractor for Rio to working directly for it and wearing the company logo on her shirt were met with a demand from a superior she have sex with him."
2022-01-31,Australia’s leading economists expect Reserve Bank to hold interest rates low in 2022 | Peter Martin,https://www.theguardian.com/australia-news/2022/jan/31/australias-leading-economists-expect-reserve-bank-to-hold-interest-rates-low-in-2022,"Analysis: A panel of forecasters are predicting weaker economic growth and a fall in real wagesAustralia’s leading forecasters expect the Reserve Bank to resist pressure to increase interest rates all year, despite rising interest rates overseas, much higher inflation, plunging unemployment and financial market traders pricing in two hikes in the next six months.The 24-person forecasting panel assembled by the Conversation also predicts weaker economic growth, much lower housing price growth, next to no growth in the Australian share market, little or no further inroads into unemployment and wage growth so weak that real wages go backwards."
2022-01-16,‘Praying it won’t happen’: how Omicron could cut off Australia’s rural towns from essential services,https://www.theguardian.com/australia-news/2022/jan/17/praying-it-wont-happen-how-omicron-could-cut-off-australias-rural-towns-from-essential-services,"An outbreak in a small regional community could leave locals unable to access pharmaceutical and banking servicesSign up for the Rural Network email newsletterJoin the Rural Network group on Facebook to be part of the communityEssential services in rural towns are under pressure due to Covid-19 and could leave locals unable to access pharmaceutical and banking services.Katie Stott, together with her husband, pharmacist Fred Hellqvist, manage the only pharmacy in Dover, Tasmania, the southernmost town in Australia, servicing approximately 2,000 to 3,000 people.Sign up to receive Guardian Australia’s fortnightly Rural Network email newsletter"
2022-01-14,Dirty cash and crypto: how the booming cryptocurrency market is open to exploitation,https://www.theguardian.com/australia-news/2022/jan/15/dirty-cash-and-crypto-how-the-booming-cryptocurrency-market-is-open-to-exploitation,"As the legitimate use of digital currencies grows, there has been a comparable rise in abuse, cybercrime experts sayGet our free news app; get our morning email briefingWhen the cops arrested scammer Evan Leslie McMahon in March 2019 they found a lot more than just the bootleg Netflix logins that enabled his clients to watch The Witcher on the cheap.Also in the possession of the early-20s hacker were nine electronic wallets containing an alphabet soup of cryptocurrencies – bitcoin, bitcoin cash, ethereum, digibyte, XRP, stratis, bitcoin gold and litecoin – that he bought with the proceeds of his crimes."
2022-01-12,From empty shelves to cancelled festivals: how Omicron is wreaking havoc across Australia,https://www.theguardian.com/australia-news/2022/jan/13/from-empty-shelves-to-cancelled-festivals-how-omicron-is-wreaking-havoc-across-australia,"The economic landscape is starting to look a bit like it did under lockdown – except many more people are now sick or in isolationGet our free news app; get our morning email briefingEmpty supermarket shelves, businesses temporarily closed, holiday plans thrown into turmoil.You could be forgiven for thinking you’d accidentally landed back in the first few months of 2020, so what is going on?"
2022-01-11,‘My heart sank’: lightning strike turns village lolly shop to molten mess,https://www.theguardian.com/australia-news/2022/jan/11/my-heart-sank-a-lightning-strike-turns-village-lolly-shop-to-molten-mess,"The Lolly Bug is a road-trip institution but fire has reduced its hundreds of kinds of confectionery to masses of melted sugarSign up for the Rural Network email newsletterJoin the Rural Network group on Facebook to be part of the communityNestled between the natural splendour of the Blue Mountains and the rural New South Wales hub of Bathurst lies a small hamlet named Little Hartley.Passing through, a city driver might miss the quaint village, but ask any child who’s made the trek over the mountains and they’ll tell you the highlight of their trip: the lolly shop flanked by yellow VW beetles."
2022-02-14,Equal paid parental leave could provide the economic boost Australia needs | Jessica Mizrahi,https://www.theguardian.com/commentisfree/2022/feb/15/equal-paid-parental-leave-could-provide-the-economic-boost-australia-needs,"Australia’s parental leave rules entrench old social gender roles. Making them equal and gender-neutral could be our ticket out of a recession Economists love people getting busy – and not just at work. Population growth is one of the three keystones of economic growth. According to some, demography is (economic) destiny.Women are doing more than their fair share of nurturing a growing a population. In 2020-21 women accounted for nearly 90%  of primary parental leave. Yet 91% of organisations do not discriminate between men and women taking parental leave."
2022-02-12,Australian sport has been captured by carbon – but a sliver of light has emerged | Ben Abbatangelo,https://www.theguardian.com/australia-news/commentisfree/2022/feb/13/australian-sport-has-been-captured-by-carbon-but-a-sliver-of-light-has-emerged,"Tennis Australia axed Santos from the 2021 Australian Open sponsors list – who will follow their lead?Get our free news app; get our morning email briefingLike almost every other institution in this country, Australian sport has been captured by carbon; succumbing to the interests of multinational corporations at the centre of the climate crises.Gina Rinehart’s Hancock Prospecting completed the coup by announcing a multi-year sponsorship deal with the Australian Olympic Committee."
2022-02-09,Being able to hire workers is an enormous privilege – abuse it and lose it | First Dog on the Moon,https://www.theguardian.com/commentisfree/2022/feb/09/being-able-to-hire-workers-is-an-enormous-privilege-abuse-it-and-lose-it,Millions of dollars are stolen from workers every year and on the rare occasion the thieves are caught they mostly just have to pay the wages backSign up here to get an email whenever First Dog cartoons are publishedGet all your needs met at the First Dog shop if what you need is First Dog merchandise and prints
2022-02-08,Taming big tech with a big stick makes a great meme for Morrison but it won’t bring about systemic changes | Peter Lewis,https://www.theguardian.com/australia-news/commentisfree/2022/feb/08/taming-big-tech-with-a-big-stick-makes-a-great-meme-for-morrison-but-it-wont-bring-about-systemic-changes,"Building corporate accountability and imagining alternative models of public infrastructure may be less likely to go viral but is much more importantGuardian Essential poll: voter anger cooling at Morrison government handling of pandemicGet our free news app; get our morning email briefingIn Scott Morrison’s preferred virtual reality Australia would be emerging from a restorative summer of freedom ready to embrace his government’s efforts to tame online trolls by holding big tech to account.In this parallel metaverse the only damaging character assessments in our gaze would be the ones delivered over social media platforms, where vulnerable users have become cannon fodder for a business model that privileges the outrage over the civil."
2022-03-01,Mastercard blocks Russian firms; bitcoin rises as Russia expected to turn to crypto – business live,https://www.theguardian.com/business/live/2022/mar/01/mastercard-blocks-russian-firms-bitcoin-rises-russia-expected-turn-crypto-business-live,"Stock markets calmer and rouble stabilises while oil prices continue to climbGood morning, and welcome to our rolling coverage of the world economy, the financial markets, the eurozone and business.Talks near the Belarus-Ukraine between Ukrainian and Russian officials yesterday ended inconclusively and were overshadowed by intensifying fighting in Ukraine. We’ve woken up to news that more than 70 Ukrainian soldiers have been killed in Okhtyrka, a city between Kharkiv and Kyiv, after a Russian strike on a military base.The markets are going to focus on the broader implications of what’s gong to happen around energy prices, what that means for inflation across parts of the world."
2022-03-01,"Russia-Ukraine war latest news: 70 Ukrainian soldiers killed in Okhtyrka, huge Russian army convoy nears Kyiv – live updates",https://www.theguardian.com/world/live/2022/mar/01/ukraine-russia-latest-news-live-updates-war-vladimir-putin-kyiv-kharkiv-russian-invasion-update,"Convoy north of Ukraine capital has more doubled in length, images suggest; ICC prosecutor to open possible war crimes inquiry; Kharkiv civilians ‘massacred’, says mayorICC prosecutor to investigate possible war crimes in UkraineRockets kill dozens in Kharkiv as Russia ‘adapts its methods’‘The damage is done’: Russians face economic point of no returnShell to exit joint ventures with Gazprom and pull out of Nord Stream 2Satellite images taken on Monday show a Russian military convoy north of Kyiv that stretches for about 40 miles (64km) in an area north-west of Kyiv. It is substantially longer than the 17 miles (27km) reported earlier in the day, according to the US company Maxar.Maxar, which filed a series of satellite images on the Russian military buildup on the Ukraine border, also said additional ground forces deployments and ground attack helicopter units were seen in southern Belarus, less than 20 miles (32km) north of the Ukraine border."
2022-03-01,US senator says Moscow’s plans are behind schedule – as it happened,https://www.theguardian.com/world/live/2022/feb/28/russia-ukraine-war-latest-news-update-conflict-belarus-putin-nuclear-deterrence-order-kyiv-russian-invasion-live-updates,"This blog is now closed. Follow our live coverage of the Russian invasion here.Russia-Ukraine war latest news – live updatesHere’s a report from the Guardian’s diplomatic editor, Patrick Wintour, on how the phone has become the Ukrainian president’s most effective weapon.In a string of phone calls from a besieged Kyiv, Ukraine’s president, Volodymyr Zelenskiy, has persuaded the west to agree to a set of sanctions against Russia that were inconceivable a week ago."
2022-03-01,Businesses urge Sunak to delay ‘ill-timed and illogical’ NI rise,https://www.theguardian.com/business/2022/mar/01/national-insurance-businesses-urge-sunak-delay-rise,"As Ukraine crisis drives energy prices up, firms say tax rise could put Covid recovery at riskRishi Sunak is facing renewed pressure from business leaders to delay a planned £12bn rise in national insurance, amid warnings over soaring costs for companies and households as the Russian invasion of Ukraine drives up inflation.The manufacturing trade body Make UK, which represents 20,000 firms of all sizes across the country, said the tax hike planned for April should be pushed back until the UK economy is in a stronger position. It warned the government that pressing ahead would risk firms slamming the brakes on recruitment and putting the economic recovery from Covid at risk."
2022-02-28,Defense and cybersecurity stocks climb amid Russia’s invasion of Ukraine,https://www.theguardian.com/business/2022/feb/28/defense-cybersecurity-stocks-russia-ukraine-eu,"Most major US markets closed lower after regaining some losses but defense contractors continued to gainDefense and cybersecurity stocks are seeing a sharp rise in values as investors take note of pledges by the EU to boost defense spending and governments warn of an increased threat of cyber intrusions following Russia’s invasion of Ukraine.US stock markets seesawed again on Monday as the war in Ukraine escalated. Most of the major US markets closed lower after regaining some of their losses, but defense contractors continued to gain as investors bet their businesses would benefit from the conflict."
2022-02-28,"Americans should not be concerned about potential nuclear war, Biden says – as it happened",https://www.theguardian.com/us-news/live/2022/feb/28/joe-biden-ukraine-russia-state-of-the-union-live-latest,"Tuesday night speech comes as approval rating drops to 40.4%President warns crisis and sanctions could drive up gas pricesSign up to receive First Thing – our daily briefing by emailThe Republican governor of Arizona, Doug Ducey, has come under fire for saying he needs the support of a far-right state senator who told a white nationalist event in Florida she fantasises about building gallows on which to hang her enemies.State progressive groups said Ducey should “stop catering to hate”."
2022-02-28,"Russian vessels to be banned from British ports, says Grant Shapps",https://www.theguardian.com/business/2022/feb/28/russia-oil-tanker-docked-in-wales-even-as-uk-moves-to-restrict-access-ukraine-sanctions,"Transport secretary’s pledge comes with multiple oil tankers either docked or on their way to UK portsRussia-Ukraine crisis: live newsRussian vessels will be banned from British ports, the transport secretary, Grant Shapps, said on Monday, in an effort to ensure the Kremlin is not funding its war effort in Ukraine with sales of oil and gas in the UK.The pledge came as multiple Russian oil tankers were either docked at UK ports or on either way to drop off consignments, in south Wales, Scotland and Orkney."
2022-02-28,Foreign owners of UK properties to be identified in new register,https://www.theguardian.com/business/2022/feb/28/foreign-owners-of-uk-properties-to-be-identified-in-new-register,"Proposal, which dates from David Cameron era, intended to tackle money laundering but has no date set to take effectOligarchs and kleptocrats will no longer be able to hide their ownership of property through companies based in overseas territories, the business secretary said on Monday, but refused to give a date for when the change would come into force.In a move brought forward by Russia’s invasion of Ukraine, Kwasi Kwarteng said there would be a register showing the ultimate beneficial ownership of foreign-owned UK properties – a move that was first promised under David Cameron."
2022-02-28,"Waterstones acquires Blackwell’s, the UK’s biggest independent bookseller",https://www.theguardian.com/books/2022/feb/28/waterstones-acquires-blackwells-the-uks-biggest-independent-bookseller,"Sale of 143-year-old family-owned business marks a further concentration of the industryThe UK’s largest book chain, Waterstones, has acquired the country’s largest independent bookseller, Blackwell’s, ending 143 years of family ownership and signalling a further concentration of the bookselling industry.Blackwell’s, which has 18 bookshops, was put up for sale this month after its owners ditched a plan to hand it to employees. The chain will continue to trade under its own brand."
2022-02-28,UK and New Zealand sign free trade deal,https://www.theguardian.com/business/2022/feb/28/uk-and-new-zealand-sign-free-trade-deal,"Government claims it will boost bilateral trade by 60% but critics call its benefits ‘economically marginal’Britain and New Zealand have signed a free trade deal, which the UK government said would boost bilateral trade by 60% by eliminating tariffs, cutting red tape and enabling freer movement of professional workers.Most business leaders welcomed the deal, which was agreed in principle in October and follows on the heels of a similar agreement with Australia, but the National Farmers’ Union (NFU) said it would lead to unfair competition in their sector."
2022-03-01,The great decoupling: how UK-based firms are unwinding exposure to Russia,https://www.theguardian.com/business/2022/mar/01/the-great-decoupling-how-uk-based-firms-are-unwinding-exposure-to-russia,"Oil companies and City and law firms are among many working round the clock to sever ties with Russian-owned businessesUkraine-Russia crisis: live updatesPressure is mounting on more British businesses to sever ties with Russia after oil giant Shell became the latest company to quit the country, ditching gas projects with the country’s state energy firm Gazprom.Shell on Monday said it would exit its 27.5% stake in the Sakhalin-2 liquefied natural gas facility, its 50% stake in Salym Petroleum Development and the Gydan energy venture."
2022-02-28,BP and Shell lead rush to exit Russia. There can be no going back,https://www.theguardian.com/business/nils-pratley-on-finance/2022/feb/28/bp-shell-russia-oil-political-business,"Oil is always a political business, and there’s no point pretending otherwiseFirst BP, now Shell. The rush to disinvest from Russia is impressively quick since it’s possible to imagine an alternative script in which the oil companies’ boards tried to buy time by issuing woolly “all options are open” statements. A definitive statement to sell its 20% stake in Rosneft (in BP’s case) and ditch all partnerships with Gazprom (Shell’s position) leaves no ambiguity. There can be no going back.The mechanics of the exit are yet to be determined, and BP’s route to disentanglement is probably simpler. The company has had a wild ride in Russia over the years (one minute it was fighting local oligarchs, the next it was in partnership with them), but since 2013 it has been reduced to the role of dividend-collecting passive investor in Rosneft."
2022-02-27,Sunak must offer more support to counteract collateral damage of sanctions,https://www.theguardian.com/world/2022/feb/27/sunak-must-offer-more-support-to-counteract-collateral-damage-of-sanctions,"Inflation and higher energy bills could lead to sharpest fall in UK living standards since 1956These are challenging times. The reconstruction job from Covid-19 had barely begun when Russia invaded Ukraine. Now the international consensus to build back better from the pandemic has been replaced by an urgent need to prevent the conflict from escalating.With such high stakes, economic sanctions, not bombs, are the western weapon of choice, limiting Vladimir Putin’s ability to muster guns and butter. But while there will be harsher consequences for Russia, made a pariah under the Putin regime, it is a battle not without economic collateral damage. European leaders will this week announce a strategy to cut Europe’s reliance on Russian energy – a plan in the works before the first tank rolled into Ukraine, now given added urgency. With Russia accounting for 40% of EU gas imports – rising to 65% in Germany and 100% for some eastern European states – it is a prudent move. Yet it is a process likely to take years. In the meantime, the shock of war will drive up energy prices across the continent – adding to what was already the worst squeeze on living standards in decades."
2022-02-26,Frozen out: how the UK’s sanctions against Russia will work,https://www.theguardian.com/business/2022/feb/26/frozen-out-how-the-uks-sanctions-against-russia-will-work,"Private jets will become much less attractive benefits – but there is also bad news for companies and private schoolsRussia-Ukraine war latest news: follow live updatesRussia sanctions – at a glanceFrom Vladimir Putin’s former son-in-law to the chairman of Russia’s second largest bank, more than 100 individuals and entities have been added to the UK sanctions list, in what Boris Johnson has billed as the “largest ever” set of financial measures against Moscow, designed to “squeeze Russia from the global economy”.The foreign secretary has promised that a further 570 names – elected politicians from the Duma and the Federation Council – will soon be added to the list."
2022-02-26,"In the face of war, central bank hawks must retreat on inflation",https://www.theguardian.com/business/commentisfree/2022/feb/26/in-the-face-of-war-central-bank-hawks-must-retreat-on-inflation,"Russia’s aggression will fuel the energy price crisis. The Bank of England, and Sunak, must change course to avoid recessionRussia’s attack on Ukraine poses a dilemma for the UK government and the Bank of England with an obvious answer.The dilemma centres on the cost of living crisis, which is only going to worsen now that gas prices are on course to rocket again and oil prices along with them."
2022-02-28,"As extreme weather ravages the Pacific, there is much to do and no time to waste | Mark Howden and Ofa Ma’asi-Kaisamy",https://www.theguardian.com/commentisfree/2022/mar/01/as-extreme-weather-ravages-the-pacific-there-is-much-to-do-and-no-time-to-waste,"Climate change is already pushing some human systems and ecosystems beyond their adaptation limitsIn the past decade the two most intense cyclones recorded to date in the southern hemisphere ripped through the Pacific. Tropical Cyclone Pam, the second worst, devastated Vanuatu in 2015 while in 2016 Tropical Cyclone Winston, the worst, ravaged Fiji. Both not only caused extreme environmental damage but economic damage worth 64% and 20% of the respective nations’ GDP.Pam and Winston fit the global pattern for cyclones: there are proportionately more of the really nasty category 3, 4 and 5 cyclones, driven by warming oceans. And, sadly, there is no doubt that as our climate continues to change, the Pacific should brace for more extreme weather events. This is confirmed in the newest report from the Intergovernmental Panel on Climate Change, released on Monday."
2022-02-28,War is really bad – and not just this one – all of them – is the world going to end? | First Dog on the Moon,https://www.theguardian.com/commentisfree/2022/feb/28/war-is-really-bad-and-not-just-this-one-all-of-them-is-the-world-going-to-end,"Who is to blame?Sign up here to get an email whenever First Dog cartoons are publishedGet all your needs met at the First Dog shop if what you need is First Dog merchandise and prints• This cartoon was amended on 1 March 2022. An earlier version stated that the sailor mentioned was located in Italy, when it was Spain."
2022-02-27,‘I don’t know who I am any more’: working through trauma is about reconnecting | Gill Straker and Jacqui Winship,https://www.theguardian.com/commentisfree/2022/feb/27/i-dont-know-who-i-am-any-more-working-through-trauma-is-about-reconnecting,"PTSD can untether a person from a stable sense of self. Treatment is all about  gaining acceptance of the fragility and unpredictability of life The modern mind is a column where experts discuss mental health issues they are seeing in their workGavin is a good-looking man in his early 30s who strode confidently into the consulting room. At first glance, it was hard to guess that his self-assured manner was masking a profound uncertainty and considerable psychological difficulties.But as the incongruity between his persona and his subjective sense of self was slowly revealed, it became clear that he was suffering from a profound sense of disconnection at multiple levels following a highly traumatic event. This sense of disconnection is a key characteristic of post-traumatic stress disorder (PTSD)."
